"V1","V2","V3","V4","V5","V6","V7","V8","V9"
"G235359","Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Cell morphology and organelle mutants","PS00993","7","PROTEIN SYNTHESIS","cytoplasm."
"G235363","Non-Essential","ATPases","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00017","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235363","Non-Essential","GTP-binding proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00733","7","PROTEIN SYNTHESIS","cytoplasm."
"G235366","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS01119","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235366","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00686","7","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235366","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00686","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235366","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00633","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235366","Non-Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00633","7","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235366","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00038","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235371","Essential","Polymerases","Histone acetyltransferase complexes","Conditional phenotypes","PS00115","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235371","Essential","Polymerases","Histone acetyltransferase complexes","Conditional phenotypes","PS00633","7","TRANSCRIPTION","nucleus."
"G235371","Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00686","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235371","Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","7","TRANSCRIPTION","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00466","7","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Nucleosomal protein complex","Auxotrophies, carbon and","PS00014","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235372","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00036","7","METABOLISM","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Nucleosomal protein complex","Auxotrophies, carbon and","PS00322","7","TRANSCRIPTION","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00518","7","CELL RESCUE, DEFENSE, CELL DEATH AND AGEING","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00466","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00466","7","METABOLISM","nucleus."
"G235372","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00466","7","TRANSCRIPTION","nucleus."
"G235375","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00190","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235375","Essential","Polymerases","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00115","7","TRANSCRIPTION","nucleus."
"G235379","Non-Essential","Ubiquitin-system proteins","L-aminopadipate-semialdehyde dehydrogenase","Mating and sporulation defects","PS00973","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235379","Non-Essential","Ubiquitin-system proteins","L-aminopadipate-semialdehyde dehydrogenase","Conditional phenotypes","PS00581","7","METABOLISM","cytoplasm."
"G235380","Essential","Protein Kinases","Prenyltransferases","Cell cycle defects","PS00107","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235380","Essential","Protein Kinases","Prenyltransferases","Cell cycle defects","PS00479","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235380","Essential","ATPases","Prenyltransferases","Cell cycle defects","PS00368","7","METABOLISM","cytoplasm."
"G235380","Essential","ATPases","Prenyltransferases","Cell cycle defects","PS00904","7","PROTEIN DESTINATION","cytoplasm."
"G235380","Essential","Protein Kinases","Prenyltransferases","Cell morphology and organelle mutants","PS01257","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235380","Essential","Protein Kinases","Prenyltransferases","Cell morphology and organelle mutants","PS00107","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235380","Essential","Protein phosphatases","Prenyltransferases","Cell morphology and organelle mutants","PS00125","7","METABOLISM","cytoplasm."
"G235380","Essential","ATPases","Prenyltransferases","Cell morphology and organelle mutants","PS00751","7","PROTEIN DESTINATION","cytoplasm."
"G235380","Essential","GTPase activating proteins (GAPs)","Prenyltransferases","Conditional phenotypes","PS00581","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235380","Essential","GTPase activating proteins (GAPs)","Prenyltransferases","Conditional phenotypes","PS00976","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235380","Essential","GTPase activating proteins (GAPs)","Prenyltransferases","Conditional phenotypes","PS00368","7","METABOLISM","cytoplasm."
"G235380","Essential","GTPase activating proteins (GAPs)","Prenyltransferases","Conditional phenotypes","PS00750","7","PROTEIN DESTINATION","cytoplasm."
"G235381","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00115","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235381","Essential","Transcription factors","Nuclear pore complex (NPC)","Conditional phenotypes","PS00293","7","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","nucleus."
"G235381","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00782","7","TRANSCRIPTION","nucleus."
"G235383","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00733","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235383","Non-Essential","GTP-binding proteins","Translation complexes","Conditional phenotypes","PS00733","7","PROTEIN SYNTHESIS","cytoplasm."
"G235386","Essential","ATPases","Replication complexes","Cell cycle defects","PS00847","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","nucleus."
"G235386","Essential","ATPases","Replication complexes","Cell cycle defects","PS00847","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235388","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00027","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235388","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Stress response defects","PS00686","7","TRANSCRIPTION","nucleus."
"G235390","Non-Essential","GTP-binding proteins","Translocon","Auxotrophies, carbon and","PS00017","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","ER."
"G235390","Non-Essential","GTP-binding proteins","Translocon","Auxotrophies, carbon and","PS00017","7","METABOLISM","ER."
"G235390","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00300","7","PROTEIN DESTINATION","ER."
"G235391","Non-Essential","Ubiquitin-system proteins","Exocyst complex","Conditional phenotypes","PS00733","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235391","Essential","Molecular chaperones","Exocyst complex","Cell morphology and organelle mutants","PS00225","7","CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","cytoplasm."
"G235395","Non-Essential","Transcription factors","RNA processing complexes","Mating and sporulation defects","PS00686","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235395","Non-Essential","Transcription factors","RNA processing complexes","Stress response defects","PS00028","7","TRANSCRIPTION","nucleus."
"G235398","Non-Essential","Transcription factors","Glucan synthases","Conditional phenotypes","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","plasma membrane."
"G235398","Non-Essential","Transcription factors","Glucan synthases","Nucleic acid metabolism defects","PS00685","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","plasma membrane."
"G235398","Non-Essential","Major facilitator superfamily proteins (MFS)","Glucan synthases","Nucleic acid metabolism defects","PS00044","7","METABOLISM","plasma membrane."
"G235400","Essential","ATPases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00108","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235400","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00107","7","TRANSCRIPTION","nucleus."
"G235403","Non-Essential","Ubiquitin-system proteins","Nonsense-mediated mRNA decay pathway complex","Sensitivity to antibiotics","PS00433","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235403","Non-Essential","Ubiquitin-system proteins","Nonsense-mediated mRNA decay pathway complex","Sensitivity to antibiotics","PS00168","7","METABOLISM","cytoplasm."
"G235403","Non-Essential","Ubiquitin-system proteins","Nonsense-mediated mRNA decay pathway complex","Sensitivity to antibiotics","PS00933","7","PROTEIN SYNTHESIS","cytoplasm."
"G235404","Essential","Transcription factors","RNA processing complexes","Conditional phenotypes","PS00028","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","nucleus."
"G235404","Essential","ATPases","RNA processing complexes","Sensitivity to aminoacid analogs and other drugs","PS00854","7","PROTEIN DESTINATION","nucleus."
"G235404","Essential","Transcription factors","RNA processing complexes","Cell morphology and organelle mutants","PS00686","7","TRANSCRIPTION","nucleus."
"G235407","Non-Essential","Protein Kinases","Gim complexes","Cell morphology and organelle mutants","PS00108","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235407","Non-Essential","Protein Kinases","Gim complexes","Cell morphology and organelle mutants","PS00107","7","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Protein Kinases","Gim complexes","Cell morphology and organelle mutants","PS00107","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Protein Kinases","Gim complexes","Cell morphology and organelle mutants","PS00017","7","PROTEIN DESTINATION","cytoplasm."
"G235407","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00581","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235407","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00581","7","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00733","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Ubiquitin-system proteins","Gim complexes","Conditional phenotypes","PS00581","7","PROTEIN DESTINATION","cytoplasm."
"G235407","Non-Essential","Ubiquitin-system proteins","Gim complexes","Mating and sporulation defects","PS00017","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
"G235407","Non-Essential","Transcription factors","Gim complexes","Mating and sporulation defects","PS00028","7","CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Protein Kinases","Gim complexes","Mating and sporulation defects","PS00017","7","CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","cytoplasm."
"G235407","Non-Essential","Molecular chaperones","Gim complexes","Mating and sporulation defects","PS00017","7","PROTEIN DESTINATION","cytoplasm."
"G235407","Non-Essential","Transcription factors","Gim complexes","Cell morphology and organelle mutants","PS00167","7","CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS","cytoplasm."
