"V1","V2","V3","V4","V5","V6","V7","V9"
"G237196","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G235237","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00237","4","?."
"G235818","Non-Essential","GTP-binding proteins","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00017","15","?."
"G237436","Non-Essential","Ubiquitin-system proteins","Intracellular transport complexes","Conditional phenotypes","PS00680","12","?."
"G234394","Essential","Actins","Cytoskeleton","Cell morphology and organelle mutants","PS00432","6","?."
"G234062","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00152","4","?."
"G234485","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell morphology and organelle mutants","PS00108","8","?."
"G234249","Non-Essential","Ubiquitin-system proteins","Proteasome","Cell cycle defects","PS00972","4","?."
"G234785","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00227","15","?."
"G234423","Essential","GTP/GDP-exchange factors (GEFs)","Proteasome","Cell morphology and organelle mutants","PS00626","7","?."
"G235393","Non-Essential","Protein Kinases","Hexokinase 2","Mating and sporulation defects","PS00378","7","?."
"G235183","Non-Essential","Tubulins","Cytoskeleton","Mating and sporulation defects","PS00227","14","?."
"G234612","Non-Essential","Transcription factors","Kinetochore protein complexes","Cell morphology and organelle mutants","PS00038","10","?."
"G235538","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00116","10","?."
"G234794","Non-Essential","Proteases","Proteases, mitochondrial","Nucleic acid metabolism defects","PS00761","13","?."
"G234612","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00038","10","?."
"G235305","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00028","5","?."
"G236279","Non-Essential","Protein Kinases","Hexokinase 2","Stress response defects","PS00867","7","?."
"G235268","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell cycle defects","PS00183","4","?."
"G234742","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00599","4","?."
"G234531","Non-Essential","ATPases","Translation complexes","Cell morphology and organelle mutants","PS00211","9","?."
"G234698","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","12","?."
"G238609","Non-Essential","Proteases","Translation complexes","Auxotrophies, carbon and","PS00120","11","?."
"G234837","Non-Essential","Nucleases","RNA processing complexes","Nucleic acid metabolism defects","PS01175","13","?."
"G235476","Essential","ATPases","Anaphase promoting complex (APC)","Cell cycle defects","PS00854","8","?."
"G234573","Essential","ATPases","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00329","10","?."
"G239856","Essential","Other kinases","Replication complexes","Cell morphology and organelle mutants","PS00952","13","?."
"G235098","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Auxotrophies, carbon and","PS00038","1","?."
"G240492","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00294","15","?."
"G238147","Non-Essential","GTP-binding proteins","Translocon","Mating and sporulation defects","PS00599","4","?."
"G238662","Non-Essential","Transcription factors","Assembly complexes","Nucleic acid metabolism defects","PS00633","2","?."
"G235505","Essential","Polymerases","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00190","9","?."
"G234573","Essential","ATPases","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00329","10","?."
"G234794","Non-Essential","Proteases","Proteases, mitochondrial","Stress response defects","PS00501","13","?."
"G234742","Non-Essential","GTP-binding proteins","Cytoskeleton","Cell morphology and organelle mutants","PS00599","15","?."
"G234485","Non-Essential","Protein Kinases","Hexokinase 2","Mating and sporulation defects","PS00107","8","?."
"G234534","Essential","Molecular chaperones","Mitochondrial translocase complex","Cell morphology and organelle mutants","PS00017","9","?."
"G235055","Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00350","16","?."
"G234365","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Cell morphology and organelle mutants","PS00499","5","?."
"G235507","Essential","Actins","Cytoskeleton","Cell cycle defects","PS00018","9","?."
"G234249","Non-Essential","Ubiquitin-system proteins","Proteasome","Cell cycle defects","PS00972","4","?."
"G234273","Essential","Molecular chaperones","Chaperonine containing T-complex TRiC (TCP RING Complex)","Cell morphology and organelle mutants","PS00678","4","?."
"G240200","Non-Essential","Protein Kinases","Cytoskeleton","Mating and sporulation defects","PS00486","8","?."
"G240227","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G235328","Non-Essential","GTPase activating proteins (GAPs)","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00028","5","?."
"G235081","Non-Essential","ATPases","Intracellular transport complexes","Stress response defects","PS00674","16","?."
"G238132","Non-Essential","GTP/GDP-exchange factors (GEFs)","Intracellular transport complexes","Stress response defects","PS00017","16","?."
"G237406","Essential","ATPases","Kinetochore protein complexes","Cell cycle defects","PS00225","4","?."
"G235794","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs","PS00036","14","?."
"G236812","Essential","Transcription factors","Translocon","Sensitivity to aminoacid analogs and other drugs","PS00017","7","?."
"G234097","Non-Essential","Major facilitator superfamily proteins (MFS)","Nuclear pore complex (NPC)","Conditional phenotypes","PS00218","2","?."
"G235055","Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00350","16","?."
"G235104","Essential","Other kinases","Sister chromatid cohesion regulation complex","Cell morphology and organelle mutants","PS00678","11","?."
"G234633","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00463","11","?."
"G237587","Ambiguous-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Cell cycle defects","PS00174","2","?."
"G234433","Non-Essential","Protein Kinases","Cyclin-CDK (Cyclin-dependent kinases) complexes","Cell morphology and organelle mutants","PS00108","7","?."
"G234394","Essential","Actins","Cytoskeleton","Cell morphology and organelle mutants","PS00406","6","?."
"G235900","Non-Essential","ATPases","Intracellular transport complexes","Mating and sporulation defects","PS00914","16","?."
"G234813","Non-Essential","Proteases","Proteases, mitochondrial","Stress response defects","PS00760","13","?."
"G234419","Essential","Transcription factors","Nuclear pore complex (NPC)","Cell morphology and organelle mutants","PS00434","7","?."
"G236831","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00028","4","?."
"G238783","Non-Essential","GTP-binding proteins","Translocon","Conditional phenotypes","PS00599","4","?."
"G239922","Non-Essential","GTP/GDP-exchange factors (GEFs)","Translation complexes","Stress response defects","PS00720","16","?."
"G234189","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell morphology and organelle mutants","PS00463","3","?."
"G235339","Non-Essential","Tubulins","Transcription complexes/Transcriptosome","Mating and sporulation defects","PS00017","16","?."
"G238905","Non-Essential","Major facilitator superfamily proteins (MFS)","Translation complexes","Conditional phenotypes","PS00218","2","?."
"G240492","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00387","15","?."
"G235533","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00038","10","?."
"G235507","Essential","Molecular chaperones","Cytoskeleton","Cell morphology and organelle mutants","PS00018","9","?."
"G235848","Essential","Polymerases","Replication complexes","Nucleic acid metabolism defects","PS00017","15","?."
"G239273","Essential","Ubiquitin-system proteins","SCF (Skp1-Cdc53-F-box protein) complexes","Conditional phenotypes","PS00865","4","?."
"G236523","Non-Essential","Ubiquitin-system proteins","Transcription complexes/Transcriptosome","Nucleic acid metabolism defects","PS00633","12","?."
"G234992","Non-Essential","Major facilitator superfamily proteins (MFS)","Proteasome","Conditional phenotypes","PS00218","15","?."
"G235354","Essential","ATPases","Proteasome","Stress response defects","PS00854","6","?."
"G234750","Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00037","12","?."
"G237656","Non-Essential","GTP-binding proteins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00387","15","?."
"G236919","Essential","Other kinases","Nuclear pore complex (NPC)","Conditional phenotypes","PS00017","10","?."
"G235387","Ambiguous-Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00402","7","?."
"G234515","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Cell cycle defects","PS00028","8","?."
"G238723","Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00434","7","?."
"G235562","Essential","Polymerases","Anaphase promoting complex (APC)","Conditional phenotypes","PS01166","11","?."
"G237747","Non-Essential","Transcription factors","Intracellular transport complexes","Conditional phenotypes","PS00867","7","?."
"G235612","Non-Essential","Protein phosphatases","Histone acetyltransferase complexes","Nucleic acid metabolism defects","PS00633","12","?."
"G236838","Non-Essential","Protein Kinases","Translocon","Cell morphology and organelle mutants","PS00013","12","?."
"G234137","Non-Essential","Motorproteins","Cytoskeleton","Mating and sporulation defects","PS00017","2","?."
"G234120","Non-Essential","Major facilitator superfamily proteins (MFS)","Translocon","Conditional phenotypes","PS00218","2","?."
"G234791","Non-Essential","GTP-binding proteins","RNA processing complexes","Conditional phenotypes","PS00017","13","?."
"G234112","Non-Essential","ATPases","Respiration chain complexes","Auxotrophies, carbon and","PS00153","2","?."
"G235904","Non-Essential","Cyclins","Histone acetyltransferase complexes","Auxotrophies, carbon and","PS00120","15","?."
"G239572","Non-Essential","ATPases","Intracellular transport complexes","Cell morphology and organelle mutants","PS00017","16","?."
"G234389","Non-Essential","Transcription factors","Transcription complexes/Transcriptosome","Sensitivity to antibiotics","PS00036","6","?."
"G234570","Non-Essential","Cyclins","Transcription complexes/Transcriptosome","Conditional phenotypes","PS00038","10","?."
"G235520","Essential","Polymerases","Nuclear pore complex (NPC)","Conditional phenotypes","PS01166","10","?."
"G234442","Non-Essential","Motorproteins","Cytoskeleton","Cell cycle defects","PS00017","7","?."
"G238800","Non-Essential","GTP-binding proteins","Translocon","Auxotrophies, carbon and","PS00599","4","?."
"G234704","Non-Essential","Ubiquitin-system proteins","Translation complexes","Sensitivity to aminoacid analogs and other drugs","PS00299","12","?."
"G234423","Essential","GTP/GDP-exchange factors (GEFs)","Proteasome","Cell morphology and organelle mutants","PS00625","7","?."
